init,goal,num_moves,finished,moves taken,sequence,alpha,beta
54,31,15,True,"[['3', '0'], ['2', '3'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['0', '5']]","[54, 46, 45, 32, 45, 32, 45, 43, 45, 43, 44, 43, 44, 45, 32, 31]",100.0,10000.0
42,23,18,True,"[['4', '1'], ['3', '2'], ['2', '3'], ['3', '2'], ['2', '3'], ['0', '2'], ['2', '0'], ['0', '2'], ['2', '4'], ['4', '2'], ['3', '0'], ['2', '3'], ['3', '2'], ['2', '3'], ['3', '2'], ['2', '3'], ['0', '2'], ['2', '4']]","[42, 35, 36, 35, 36, 35, 34, 35, 34, 33, 34, 26, 25, 26, 25, 26, 25, 24, 23]",100.0,10000.0
34,13,69,True,"[['2', '0'], ['1', '4'], ['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['0', '5'], ['5', '1'], ['4', '2'], ['2', '4'], ['4', '0'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '0'], ['1', '4'], ['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '0'], ['1', '4'], ['0', '5'], ['5', '0'], ['0', '1'], ['4', '0'], ['3', '2'], ['2', '3'], ['1', '4'], ['0', '1'], ['4', '0'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '2'], ['3', '0'], ['2', '3'], ['1', '4'], ['0', '1'], ['1', '0'], ['0', '1'], ['1', '5'], ['5', '1'], ['4', '0'], ['3', '2'], ['2', '3'], ['3', '2'], ['2', '3'], ['0', '2'], ['2', '4'], ['4', '2'], ['2', '0'], ['0', '2'], ['3', '0'], ['2', '3'], ['3', '2'], ['2', '3'], ['3', '2'], ['2', '3'], ['0', '2'], ['2', '4']]","[34, 35, 42, 35, 36, 35, 42, 41, 43, 44, 43, 45, 46, 45, 32, 45, 46, 54, 55, 62, 55, 56, 55, 62, 55, 56, 44, 45, 32, 31, 32, 33, 35, 36, 35, 42, 43, 45, 46, 45, 32, 45, 43, 44, 56, 55, 62, 63, 62, 63, 61, 63, 65, 66, 65, 66, 65, 64, 63, 64, 65, 64, 16, 15, 16, 15, 16, 15, 14, 13]",100.0,10000.0
12,65,10,True,"[['0', '1'], ['4', '2'], ['2', '4'], ['4', '0'], ['3', '2'], ['2', '3'], ['3', '2'], ['0', '3'], ['2', '4'], ['4', '0']]","[12, 13, 14, 13, 15, 16, 15, 16, 64, 63, 65]",100.0,10000.0
55,41,23,True,"[['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '2'], ['2', '4'], ['4', '0'], ['0', '4'], ['1', '5']]","[55, 56, 55, 62, 55, 56, 44, 43, 45, 43, 44, 45, 32, 45, 32, 45, 32, 45, 43, 44, 43, 45, 43, 41]",100.0,10000.0
16,24,24,True,"[['2', '3'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '2'], ['2', '0'], ['0', '2'], ['2', '4'], ['4', '0'], ['0', '4'], ['1', '5'], ['5', '1'], ['1', '0'], ['4', '1'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '2']]","[16, 15, 22, 15, 22, 15, 13, 14, 15, 14, 13, 15, 13, 11, 13, 12, 25, 12, 25, 12, 25, 23, 25, 23, 24]",100.0,10000.0
25,32,20,True,"[['3', '2'], ['0', '3'], ['2', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['4', '1'], ['1', '4'], ['0', '1'], ['4', '2'], ['2', '4'], ['4', '0'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '0'], ['1', '4']]","[25, 26, 34, 33, 35, 33, 34, 35, 42, 35, 42, 43, 44, 43, 45, 43, 45, 43, 44, 45, 32]",100.0,10000.0
36,15,10,True,"[['0', '3'], ['2', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['4', '1'], ['1', '4'], ['0', '1'], ['4', '2'], ['2', '0']]","[36, 24, 23, 24, 25, 12, 25, 12, 13, 14, 15]",100.0,10000.0
33,11,27,True,"[['4', '0'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '0'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '2'], ['2', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '4'], ['4', '0'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['0', '5']]","[33, 35, 36, 35, 42, 35, 36, 24, 25, 12, 25, 12, 25, 23, 24, 23, 25, 23, 24, 23, 25, 23, 25, 23, 24, 25, 12, 11]",100.0,10000.0
53,13,35,True,"[['4', '0'], ['1', '4'], ['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '0'], ['1', '4'], ['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['0', '1'], ['4', '2'], ['3', '0'], ['2', '3'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '2'], ['2', '4'], ['4', '0'], ['0', '4'], ['1', '0'], ['4', '1'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4']]","[53, 55, 62, 55, 56, 55, 62, 55, 56, 44, 45, 32, 45, 46, 45, 32, 33, 34, 26, 25, 12, 25, 12, 25, 23, 24, 23, 25, 23, 22, 15, 22, 15, 22, 15, 13]",100.0,10000.0
23,43,43,True,"[['4', '0'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['0', '5'], ['5', '1'], ['4', '0'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '0'], ['1', '4'], ['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '0'], ['1', '4'], ['0', '1'], ['4', '2'], ['3', '0'], ['2', '3'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['0', '1']]","[23, 25, 26, 25, 12, 25, 26, 25, 12, 11, 13, 15, 16, 15, 22, 15, 16, 64, 65, 52, 65, 66, 65, 52, 65, 66, 14, 15, 22, 23, 24, 36, 35, 42, 35, 42, 35, 33, 35, 33, 34, 35, 42, 43]",100.0,10000.0
55,15,10,True,"[['1', '4'], ['0', '5'], ['5', '1'], ['4', '0'], ['3', '2'], ['2', '3'], ['3', '2'], ['0', '3'], ['2', '4'], ['4', '0']]","[55, 62, 61, 63, 65, 66, 65, 66, 14, 13, 15]",100.0,10000.0
42,21,22,True,"[['4', '1'], ['3', '2'], ['2', '3'], ['1', '4'], ['4', '1'], ['3', '2'], ['0', '3'], ['2', '4'], ['4', '2'], ['2', '0'], ['1', '4'], ['4', '1'], ['1', '4'], ['4', '1'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '0'], ['0', '4'], ['4', '2'], ['2', '4'], ['1', '5']]","[42, 35, 36, 35, 42, 35, 36, 24, 23, 24, 25, 12, 25, 12, 25, 23, 25, 23, 25, 23, 24, 23, 21]",100.0,10000.0
